Country,City,House_Type,Income_Level,Market_Status,PPP_Index,Price_2015,Price_2020,Price_2025,Growth_Rate_%,Inflation_%,Interest_Rate_%,Population_Growth_%,Inaffordability_Ratio
Mexico,Guadalajara,Apartment,High,Booming,1.01,451438,711211,1120466,11.51,6.72,3.84,2.91,6.94
Canada,Vancouver,Apartment,High,Booming,0.53,428392,458866,491507,1.42,7.41,5.15,2.73,8.93
USA,Moscow,Condo,Low,Declining,1.11,336501,466951,647970,7.75,2.4,5.67,1.03,9.64
China,Shenzhen,Townhouse,Low,Booming,0.76,356103,382070,409930,1.46,2.51,7.45,0.75,3.64
UK,Manchester,Villa,Low,Declining,0.31,480426,699322,1017953,9.11,4.12,3.67,1.72,9.97
Russia,Los Angeles,Townhouse,Low,Declining,0.9,133338,152773,175042,2.92,2.59,6.94,3.18,5.39
UK,Birmingham,Townhouse,Low,Stable,0.32,86977,137626,217769,11.65,3.77,7.92,2.69,6.44
South Africa,Cape Town,Condo,High,Declining,0.49,104624,145245,201637,7.77,6.65,6.8,2.36,3.38
Turkey,Izmir,Townhouse,High,Booming,1.17,409421,495831,600477,4.22,7.88,6.42,2.54,9.73
USA,Kazan,Condo,Low,Declining,1.03,345415,387022,433639,2.41,4.03,9.35,1.29,6.35
France,Lyon,Villa,Low,Booming,0.69,247732,343634,476660,7.74,7.66,3.17,0.93,4.78
Italy,Milan,Townhouse,High,Booming,1.1,340615,411207,496429,4.14,6.9,8.75,3.46,11.27
Mexico,Guadalajara,Villa,Low,Booming,0.53,389769,507984,662055,6.07,7.05,7.56,3.22,8.91
Indonesia,Bandung,Townhouse,Low,Stable,0.46,295262,469930,747925,11.83,7.62,1.39,1.08,4.19
UK,Manchester,Villa,High,Booming,0.95,418003,487990,569695,3.35,5.04,8.57,3.06,7.88
India,Mumbai,Villa,Middle,Booming,0.83,278762,338320,410603,4.27,5.39,7.2,3.56,8.73
Indonesia,Jakarta,Townhouse,High,Stable,0.99,122032,159113,207460,6.08,2.06,3.22,3.04,11.93
China,Shenzhen,Apartment,Middle,Stable,0.39,230672,343711,512143,9.8,3.22,6,3.07,8.54
Indonesia,Jakarta,Villa,Low,Declining,0.47,209923,310914,460490,9.62,5.33,1.05,3.16,3.32
Spain,Barcelona,Apartment,High,Stable,0.97,141116,222532,350920,11.54,4.21,3.94,1.02,5.75
Canada,Toronto,Condo,Low,Booming,1.09,498350,624219,781878,5.05,4.69,7.5,3.6,8.34
Indonesia,Jakarta,Apartment,Low,Declining,0.65,235680,337633,483689,8.65,2.02,6.58,1.74,10.15
Japan,Yokohama,Condo,Low,Booming,0.38,314691,413672,543787,6.29,5.85,1.58,2.53,8.05
South Africa,Durban,Villa,Middle,Declining,0.8,321569,457290,650293,8.44,6.83,3.43,3.39,7.48
Germany,Berlin,Apartment,Low,Stable,0.37,76348,94200,116227,4.68,6.71,7.37,3.26,7.66
France,Paris,Apartment,Middle,Booming,0.7,116354,143174,176176,4.61,4.6,1.8,1.27,8.38
Indonesia,Surabaya,Apartment,High,Declining,0.96,499256,780444,1219999,11.26,5.86,4.79,2.73,10.07
Germany,Frankfurt,Townhouse,Low,Declining,0.41,234457,354474,535926,10.24,4.3,6.15,2.56,4.66
Russia,Los Angeles,Villa,High,Booming,0.63,200530,213446,227194,1.29,2.15,8.49,1.46,7.66
Indonesia,Bandung,Villa,High,Booming,0.57,473306,564471,673195,3.85,4.58,8.85,3.45,4.67
Australia,Melbourne,Villa,Middle,Stable,1.02,256184,337044,443426,6.31,2.8,1.73,3.05,7.47
Saudi Arabia,Riyadh,Condo,High,Booming,0.69,378279,556460,818571,9.42,2.95,6.49,0.97,9.76
Turkey,Izmir,Apartment,High,Booming,0.89,480477,522723,568685,1.76,2.34,3.54,1.42,5.22
Russia,New York,Apartment,High,Declining,1.12,162296,194686,233539,3.99,6.56,5.05,3.22,3.59
India,Bangalore,Villa,Low,Declining,0.74,65126,70627,76592,1.69,7.44,2.25,2.36,6.7
South Africa,Johannesburg,Townhouse,High,Stable,0.61,454925,483132,513087,1.24,5.98,9.67,2.46,11.43
India,Bangalore,Condo,Middle,Declining,0.35,238457,284500,339433,3.86,6.38,9.83,1.4,8.89
South Africa,Johannesburg,Townhouse,Low,Stable,0.48,304399,397290,518528,6.1,7.83,6.48,1.72,4.03
UAE,Abu Dhabi,Apartment,Low,Declining,0.44,151393,179859,213678,3.76,7.1,6.05,2.33,4.03
Brazil,Sao Paulo,Townhouse,Middle,Booming,1.07,375266,407996,443581,1.74,6.25,5.89,0.79,7.12
UAE,Dubai,Villa,High,Booming,0.74,124599,195636,307175,11.4,7.1,7.02,2.12,6.71
UAE,Dubai,Villa,High,Booming,0.89,295444,320336,347324,1.69,5.08,8.26,2.11,3.47
Turkey,Izmir,Apartment,Middle,Booming,1.01,140614,167645,199874,3.84,2.99,3.97,3.15,7.67
Italy,Naples,Apartment,Middle,Declining,0.48,445024,682564,1046896,10.68,7.22,3.15,2.08,11.86
Russia,Los Angeles,Townhouse,Low,Stable,0.99,62225,67568,73370,1.72,4.78,9.18,2.39,7.48
Russia,Chicago,Villa,Middle,Booming,0.39,345551,519072,779727,10.04,4.28,7.98,3.88,4.83
UAE,Abu Dhabi,Apartment,Low,Booming,0.77,179212,266322,395773,9.72,5.47,6.71,3.29,6.56
Indonesia,Surabaya,Apartment,Low,Booming,1.12,289863,329538,374644,2.74,6.18,8.14,1.61,10.71
Mexico,Mexico City,Villa,Middle,Stable,1.12,174607,277789,441944,11.82,2.84,2.82,1.14,11.05
Mexico,Monterrey,Villa,Low,Declining,0.89,118447,153054,197774,5.84,5.69,1.75,3.59,10.23
Canada,Toronto,Townhouse,Low,Stable,0.75,485207,620953,794676,5.6,7.9,7.01,2.72,4.49
Indonesia,Bandung,Villa,Middle,Declining,1.09,242370,276115,314558,2.78,2.08,6.04,2.35,9.47
France,Lyon,Villa,Low,Declining,1.1,85733,124512,180832,9.05,3.12,8.72,3.37,7.87
Indonesia,Surabaya,Townhouse,High,Declining,0.94,191458,250645,328130,6.18,6.93,5.13,1.75,7.45
China,Shanghai,Villa,Low,Declining,1.05,200844,230080,263573,2.91,6.27,8.43,0.85,5.16
Saudi Arabia,Jeddah,Townhouse,High,Booming,0.43,206574,268069,347871,5.95,6.49,6.86,2.67,6.17
Canada,Toronto,Condo,High,Declining,1.06,262079,416315,661319,11.77,5.8,2.14,2.87,5.93
Canada,Vancouver,Townhouse,Middle,Declining,0.92,81339,93229,106858,2.92,7.13,3.04,3.43,5.51
Canada,Montreal,Apartment,High,Booming,0.88,362368,482659,642883,6.64,3.83,2.91,0.62,5.74
South Korea,Incheon,Condo,High,Declining,0.89,472237,722127,1104250,10.58,6.6,8.1,2.83,5.34
Japan,Tokyo,Villa,High,Stable,1.12,351830,477870,649063,7.16,2.67,5.02,2.11,10.78
Brazil,Rio de Janeiro,Apartment,Middle,Booming,0.79,221180,351066,557226,11.74,2.66,4.8,0.65,9.66
Germany,Munich,Apartment,Low,Declining,1.13,176017,267913,407787,10.44,3.75,9.2,3.14,10.24
Germany,Frankfurt,Townhouse,Low,Stable,0.32,483265,700574,1015600,8.99,3.83,8.46,1.49,10.85
South Korea,Seoul,Townhouse,Middle,Booming,0.4,366659,494030,665648,6.95,2.58,3.18,0.54,7.22
India,Mumbai,Apartment,High,Stable,0.57,319261,387417,470123,4.27,3.8,7.69,0.67,11.13
Turkey,Ankara,Apartment,Low,Stable,1.07,350512,482400,663913,7.53,7.35,2.67,0.78,5.16
Canada,Toronto,Villa,High,Booming,1.02,65602,89910,123225,7.41,7.97,8.7,2.33,3.57
South Korea,Seoul,Townhouse,Low,Stable,1.05,319540,355716,395988,2.26,2.56,9.19,2.84,10.46
Saudi Arabia,Jeddah,Villa,High,Stable,1.09,307298,410118,547342,6.69,4.58,3.85,2.02,9.96
Italy,Milan,Townhouse,Middle,Stable,0.84,451635,584353,756070,5.88,5.64,6.68,2.57,9.32
South Korea,Incheon,Condo,Middle,Declining,0.51,280564,310675,344018,2.15,4.31,5.39,2.78,11.55
Japan,Yokohama,Condo,Low,Booming,0.84,384617,510943,678761,6.57,5.8,1.64,1.39,6.26
Turkey,Izmir,Apartment,Low,Stable,0.73,70542,79502,89599,2.54,3.66,9.74,1.66,7.34
Indonesia,Jakarta,Apartment,Middle,Stable,0.48,324851,391243,471203,4.09,3.24,5.65,0.52,3.07
Russia,New York,Apartment,High,Stable,0.5,66525,73803,81878,2.19,4.03,8.22,2.5,7.61
UK,Manchester,Apartment,Middle,Stable,0.56,469289,595227,754961,5.37,2.52,6.55,0.9,6.11
France,Lyon,Condo,Middle,Stable,0.76,443400,585931,774279,6.43,6.21,9.94,0.96,5.47
Russia,New York,Townhouse,Low,Declining,0.66,239823,306029,390511,5.52,7.45,7.43,2.63,5.78
UAE,Abu Dhabi,Townhouse,High,Declining,1.04,479777,720462,1081888,10.03,2.01,6.73,0.68,5.32
Mexico,Guadalajara,Villa,High,Declining,0.35,321708,459278,655677,8.55,2.69,4.45,2.1,6.32
Turkey,Istanbul,Condo,Low,Stable,0.41,238527,349000,510638,9.26,2.43,1.72,1.74,11.48
China,Shanghai,Condo,Low,Booming,0.9,355401,443916,554476,4.98,5.56,1.09,2.73,11.22
France,Lyon,Condo,Low,Booming,0.85,443164,641784,929422,8.96,2.72,9.12,0.73,7.81
Canada,Vancouver,Townhouse,Middle,Booming,0.43,55268,70860,90851,5.64,3.77,5.37,2.52,3.39
Spain,Valencia,Condo,Middle,Stable,0.41,301389,373343,462476,4.77,6.38,6.87,3.46,9.23
Brazil,Sao Paulo,Villa,Middle,Stable,0.69,352835,423917,509319,4.03,3.84,8.1,2.06,10.19
Spain,Madrid,Villa,Low,Stable,1.04,435903,677458,1052872,11.08,4.59,3.87,2.54,6.34
Canada,Montreal,Townhouse,High,Booming,0.84,367514,525038,750082,8.57,4.25,2.5,2.01,4.28
Italy,Rome,Apartment,Low,Declining,1.1,205645,233397,264895,2.7,2.15,6.81,2.73,6.07
Spain,Barcelona,Townhouse,Middle,Stable,0.36,234333,286160,349450,4.42,6.06,6.45,1.78,4.96
China,Beijing,Villa,Middle,Declining,1.19,254301,363282,518966,8.57,2.84,5.37,0.6,7.55
UK,London,Townhouse,Middle,Booming,1.17,222893,238818,255881,1.43,2.19,4.49,1.06,3.21
China,Shenzhen,Apartment,High,Stable,0.98,256335,309931,374733,4.18,7.4,2.05,3.85,5.83
Russia,Los Angeles,Townhouse,Low,Booming,1.1,321324,483493,727507,10.09,7.9,3.6,3.86,6.51
UK,Birmingham,Condo,Low,Declining,0.65,203174,273833,369065,6.96,2.92,5.98,2.4,9.86
UK,Birmingham,Townhouse,High,Declining,1.05,248199,301880,367171,4.33,3.56,2.75,0.7,6.08
Russia,New York,Apartment,Middle,Stable,0.54,484888,657867,892554,7.13,4.08,6.22,0.99,7
India,Bangalore,Apartment,Low,Declining,0.86,270004,343169,436161,5.42,7.96,8.92,2.68,8.12
UK,Manchester,Villa,High,Declining,0.86,140590,178174,225804,5.35,2.24,5.28,2.4,5.05
Indonesia,Jakarta,Condo,Middle,Stable,1.17,459255,664623,961829,8.94,5.2,8.83,0.96,10.11
USA,Kazan,Townhouse,Low,Declining,0.41,407395,489555,588285,4.03,7.26,9.5,1.02,7.16
Brazil,Sao Paulo,Townhouse,Low,Declining,1.18,267533,407975,622142,10.5,5.53,4.38,1.5,4.83
South Korea,Incheon,Villa,Low,Booming,0.99,223943,298114,396849,6.62,4.95,6.2,3.53,11.83
China,Beijing,Villa,High,Booming,0.67,422384,621111,913337,9.41,5.44,9.6,1.2,3.98
Brazil,Brasilia,Condo,Middle,Declining,1.07,247617,375347,568963,10.32,7.36,1.56,3.59,7.03
South Africa,Cape Town,Apartment,Low,Stable,0.76,331967,517705,807367,11.19,2.11,5.29,2.91,9.5
UK,Birmingham,Villa,High,Stable,0.92,110496,134216,163027,4.29,4.15,8.24,1.48,4.9
Germany,Frankfurt,Townhouse,Low,Declining,1.16,53988,86317,138004,11.98,6.06,8.46,1.53,3.13
Brazil,Sao Paulo,Apartment,High,Booming,0.96,425365,619868,903310,9.15,2.86,7.78,3.19,8.93
USA,Saint Petersburg,Condo,Middle,Declining,0.99,430665,597540,829076,7.75,2.53,5.39,0.77,6.67
India,Mumbai,Villa,Middle,Booming,0.67,79704,98981,122920,4.84,2.67,8.27,3.82,3.65
Saudi Arabia,Dammam,Townhouse,Middle,Declining,1.16,285159,346401,420794,4.3,2.46,5.51,3.28,9.36
France,Lyon,Villa,High,Declining,0.35,82806,105294,133890,5.43,3.77,3.09,1.48,10.23
Australia,Melbourne,Apartment,Middle,Stable,1.14,232296,359678,556912,10.97,3.93,5.29,1.29,8.76
USA,Saint Petersburg,Townhouse,Middle,Declining,1.18,321572,400935,499885,4.94,5.89,2.11,3.61,7.53
India,Bangalore,Villa,Middle,Booming,0.7,313639,437097,609152,7.87,2.43,7.14,1.35,9.43
UK,Birmingham,Villa,Middle,Declining,1.04,411781,557501,754787,7.08,5.12,2.29,3.21,5.44
Italy,Naples,Condo,High,Booming,0.75,177923,199916,224626,2.47,5.78,1.49,3.12,5.86
Turkey,Izmir,Apartment,Middle,Stable,0.3,280008,301224,324047,1.52,3.66,7.36,0.72,10.55
China,Shenzhen,Apartment,Low,Stable,0.3,161071,234760,342162,9.15,3.9,1.92,1.76,5.43
Brazil,Brasilia,Apartment,Middle,Stable,1.06,191007,283437,420596,9.68,7.35,4.9,3.68,6.4
France,Lyon,Villa,Low,Declining,1.17,90180,128765,183858,8.56,4.96,4.49,2.71,9.33
India,Bangalore,Apartment,Middle,Declining,0.3,125129,180458,260252,8.84,6,9.69,3.16,11.56
Australia,Sydney,Condo,Low,Stable,0.93,184123,204000,226022,2.16,6.69,6.8,0.67,6.24
Mexico,Mexico City,Townhouse,Low,Declining,1.16,275181,354433,456510,5.76,4.75,2.88,1.79,6.33
India,Mumbai,Condo,Middle,Booming,0.35,395405,505754,646899,5.58,6.93,8.65,1.24,8.92
USA,Saint Petersburg,Townhouse,Low,Stable,0.73,446071,521304,609225,3.37,6.07,6.47,1.53,4.23
Saudi Arabia,Riyadh,Townhouse,Middle,Stable,0.89,382369,467865,572477,4.47,5.87,4.56,3,4.79
Australia,Melbourne,Townhouse,Low,Declining,1.1,179334,224577,281234,5.05,2.35,2,2.31,5.41
Australia,Melbourne,Condo,Low,Declining,1.05,56612,71246,89664,5.17,4.02,1.17,0.94,6.72
Russia,Los Angeles,Villa,High,Booming,0.74,231930,311254,417708,6.84,5.57,1.09,2.12,11.67
Japan,Osaka,Condo,High,Declining,0.77,354894,433512,529546,4.43,6.64,7.96,2.32,11.78
Brazil,Sao Paulo,Townhouse,Low,Declining,0.41,57626,84918,125133,9.47,6.84,2.08,1.43,3.16
Mexico,Monterrey,Villa,Low,Stable,0.56,397914,531167,709043,6.7,4.09,4.35,0.5,5.7
Brazil,Sao Paulo,Apartment,High,Booming,0.88,488387,740339,1122267,10.32,2.14,9.09,3.24,10.02
Spain,Valencia,Condo,Low,Stable,0.71,229102,278727,339100,4.33,2.39,3.05,1.36,7.36
Spain,Madrid,Condo,High,Declining,0.97,263214,284749,308046,1.64,7.75,9.48,3.25,11.92
Saudi Arabia,Jeddah,Villa,Low,Booming,0.79,483246,527503,575813,1.83,4.19,3.03,1.19,4.27
India,Delhi,Apartment,Middle,Booming,0.86,401595,549407,751625,7.36,2.88,8.3,2.73,6.49
Brazil,Brasilia,Townhouse,High,Stable,0.91,166957,207003,256654,4.8,7.5,3.61,2.14,11.01
Mexico,Mexico City,Villa,High,Booming,0.94,77991,88210,99767,2.62,2.05,6.68,2.07,4.21
Japan,Tokyo,Condo,Low,Booming,1.16,288347,341126,403566,3.66,5,7.12,0.77,5.47
Mexico,Mexico City,Villa,Middle,Stable,1.03,256849,346905,468536,7.01,4.6,1.4,1.08,7.01
Japan,Tokyo,Villa,Middle,Declining,0.49,72491,109751,166164,10.28,7.89,8.14,3.49,5.18
South Africa,Durban,Villa,Low,Stable,1.16,138617,218084,343108,11.47,7.97,7.41,3.93,8.13
Indonesia,Bandung,Condo,Middle,Declining,0.53,246648,339501,467309,7.53,2.44,6.6,3.93,4.71
Saudi Arabia,Jeddah,Condo,Middle,Declining,1.01,458554,719488,1128903,11.38,7.76,5.69,3.92,9.82
UK,Birmingham,Condo,Middle,Declining,0.45,264605,382376,552565,8.9,3.48,6.77,2.83,4.46
Indonesia,Surabaya,Apartment,High,Stable,0.81,397232,526091,696751,6.49,2.07,1.08,1.75,11.34
USA,Kazan,Townhouse,Low,Stable,0.51,335464,393211,460899,3.44,3.93,8.63,3.05,3.86
Germany,Munich,Apartment,Middle,Stable,0.69,63126,82979,109075,6.29,5.97,2.07,1.51,6.58
Italy,Naples,Apartment,Low,Declining,1.13,496965,534089,573986,1.49,6.57,4.35,1.87,9.79
South Korea,Seoul,Villa,Middle,Booming,1.13,477918,653513,893625,7.35,4.14,8.09,1.38,8.08
France,Lyon,Apartment,Low,Declining,0.62,345484,408438,482863,3.64,3.15,9.26,0.86,7.55
South Africa,Cape Town,Villa,Low,Declining,0.5,67518,72232,77275,1.4,3.05,8.8,1.49,11.55
Saudi Arabia,Riyadh,Condo,High,Booming,0.82,246476,337438,461969,7.38,5.1,7.83,1.49,6.18
Turkey,Izmir,Villa,Middle,Stable,1.1,475905,733326,1129987,10.82,4.52,8.02,2.17,7.48
Brazil,Brasilia,Apartment,Low,Declining,0.48,316009,364160,419649,3.05,3.99,8.7,1.22,3.64
France,Marseille,Condo,Middle,Booming,0.36,473353,628994,835812,6.58,4.46,8.3,3.43,5.99
Indonesia,Bandung,Apartment,Middle,Declining,0.92,397005,559800,789351,8.2,2.91,8.88,2.39,5.54
Japan,Tokyo,Condo,Low,Declining,0.68,66907,74958,83977,2.41,6.59,1,1.96,7.7
South Africa,Durban,Villa,Middle,Booming,0.35,487885,572957,672863,3.49,3.83,3.74,1.31,3.01
South Africa,Durban,Condo,Low,Stable,0.96,485080,569175,667848,3.47,5.98,7.68,3.47,6.8
Italy,Naples,Apartment,Low,Declining,0.57,196383,283173,408318,8.84,6.9,2.63,1.8,11.12
UK,Manchester,Apartment,High,Stable,1.03,493186,722437,1058253,9.3,4.36,6.32,2.81,3.71
Germany,Berlin,Townhouse,Low,Declining,0.79,369194,421630,481513,2.84,6.68,6.25,3.83,3.38
Australia,Melbourne,Villa,High,Stable,0.54,320699,389043,471951,4.26,6.29,7.83,0.86,7.62
Canada,Vancouver,Villa,Low,Stable,0.76,216176,337907,528186,11.26,6.97,7.27,3,7.16
India,Bangalore,Townhouse,High,Booming,1.13,362568,526064,763287,9.02,7.17,3.47,3.32,4.76
South Africa,Durban,Townhouse,Middle,Declining,0.61,201025,319265,507054,11.76,7.14,7.31,3.04,8.06
Indonesia,Surabaya,Townhouse,Low,Booming,1.15,273316,344183,433425,5.19,2.98,8.08,3.07,6.46
Japan,Osaka,Townhouse,High,Stable,0.32,427549,451611,477028,1.13,6.22,9.73,2.03,5.11
UK,Birmingham,Condo,Low,Booming,0.93,417708,564130,761878,7.01,7.8,1.47,2.27,9.47
Saudi Arabia,Jeddah,Condo,Middle,Declining,1.08,130665,194691,290090,9.8,5.32,4.57,0.96,10.79
Russia,Los Angeles,Villa,Low,Booming,0.44,189405,229090,277090,4.19,7.23,7.05,3.29,5.25
Japan,Osaka,Villa,High,Declining,0.86,307286,463404,698840,10.16,7.44,1.11,2.86,3.47
France,Paris,Townhouse,High,Stable,0.79,179435,218682,266514,4.37,4.12,6.59,1.67,9.59
Spain,Valencia,Apartment,Middle,Stable,0.66,80759,119609,177150,9.62,3.71,4.89,2.9,5.99
China,Shanghai,Apartment,Low,Booming,0.35,218264,342554,537621,11.39,5.85,7.04,2.71,4.79
Saudi Arabia,Riyadh,Villa,Middle,Booming,0.68,387923,428948,474311,2.12,3.67,3.49,2.01,11.82
Canada,Montreal,Condo,Middle,Booming,0.36,283415,325545,373938,2.97,7.82,2.02,1.91,9.64
Canada,Toronto,Apartment,High,Stable,0.93,240228,298024,369725,4.81,4.39,3.38,1.22,7.35
Canada,Vancouver,Townhouse,Middle,Booming,0.54,179358,253112,357196,8.22,7.81,6.43,0.77,3.68
Saudi Arabia,Riyadh,Condo,Middle,Stable,1.16,183781,202276,222632,2.01,5.59,6.61,2.77,5.41
Indonesia,Jakarta,Townhouse,Low,Booming,0.31,484257,575293,683443,3.76,6.06,7.36,2.64,5.82
Canada,Toronto,Villa,Low,Declining,0.54,318951,486831,743076,10.53,7.68,1.95,1.04,11.5
Turkey,Istanbul,Villa,Middle,Declining,0.96,447347,519571,603454,3.23,5.53,7.31,2.88,6.67
USA,Kazan,Apartment,High,Booming,0.31,312317,371409,441682,3.78,4.7,9.62,1.9,10.56
South Africa,Johannesburg,Villa,Low,Stable,0.47,352607,559712,888462,11.75,2.61,1.07,2.02,3.83
South Korea,Incheon,Apartment,Low,Stable,0.97,461547,594801,766527,5.77,3.55,4.91,3.03,3.08
France,Marseille,Townhouse,Middle,Booming,0.83,325981,456611,639588,8.01,3.45,7.43,0.82,4.79
Saudi Arabia,Jeddah,Condo,High,Declining,1.09,382425,404438,427717,1.15,3.49,2.93,1.45,5.23
Italy,Milan,Condo,Low,Booming,0.36,256523,372729,541577,9.06,5.64,7.06,0.78,11.56
South Korea,Busan,Condo,High,Booming,1.05,412291,619525,930924,10.05,7.6,5.9,1.2,8.55
Canada,Montreal,Condo,Low,Booming,0.97,382063,510740,682756,6.74,2.41,4.34,3.72,8.26
Italy,Milan,Condo,Low,Declining,0.78,170984,214183,268295,5.05,7.37,7,3.26,7.09
China,Beijing,Villa,Low,Booming,0.87,161773,232630,334522,8.76,4.57,4.98,2.77,11.43
Brazil,Brasilia,Villa,Middle,Declining,0.36,421134,509914,617409,4.22,4.66,1.2,1.55,7.52
Saudi Arabia,Jeddah,Condo,Middle,Booming,0.35,270993,422725,659413,11.2,2.63,7.88,1.93,8.9
UAE,Abu Dhabi,Condo,Middle,Booming,0.53,121772,138607,157770,2.77,2.42,2.67,2.82,10.94
Mexico,Monterrey,Condo,Low,Booming,1.03,358310,397989,442061,2.21,3.74,3.79,1.37,7.64
UK,London,Apartment,Low,Stable,0.78,210599,262108,326215,4.89,6.97,8.1,1.58,11.22
Spain,Valencia,Condo,Low,Declining,1.16,197034,245294,305375,4.9,5.03,9.47,3.57,3.92
Brazil,Rio de Janeiro,Condo,Middle,Declining,0.65,299017,396713,526328,6.53,3.16,8.73,2.87,10.54
Canada,Vancouver,Villa,High,Booming,1.07,386760,499526,645171,5.83,5.66,2.44,2.86,4.61
Germany,Berlin,Condo,Low,Stable,0.92,153319,170898,190492,2.29,2.99,1.02,3.02,9.59
Italy,Milan,Condo,High,Declining,0.76,122613,134379,147273,1.92,2.11,2.49,3.62,5.17
Mexico,Monterrey,Condo,Low,Declining,0.62,97405,114188,133863,3.45,5.12,6.47,1.36,3.52
Japan,Tokyo,Townhouse,Middle,Stable,0.65,155392,181925,212990,3.42,7.76,6.55,2.45,6.74
South Africa,Cape Town,Condo,Low,Booming,0.69,293407,420463,602539,8.66,6.21,2.55,2.25,6.71
UK,Manchester,Apartment,Middle,Booming,1.08,334139,448707,602558,6.86,2.69,6.45,0.91,6.03
South Africa,Cape Town,Townhouse,Low,Stable,0.43,361433,420505,489232,3.27,4.35,9.06,1.22,7.57
France,Lyon,Condo,High,Booming,0.68,58156,86421,128422,9.72,2.41,5.27,2.46,8.66
UAE,Sharjah,Condo,Middle,Stable,0.92,163973,173071,182675,1.11,6.34,5.82,3.43,10.39
South Korea,Busan,Villa,Low,Declining,1.06,268293,330938,408210,4.67,6.75,5.06,1.14,10.69
Russia,New York,Townhouse,Low,Booming,1.09,259839,283650,309642,1.83,4.33,8.23,3.66,4.83
Japan,Tokyo,Apartment,Middle,Booming,0.36,444808,562314,710862,5.28,5.25,9.71,0.73,8.83
China,Shenzhen,Condo,High,Declining,0.37,218961,326711,487485,9.84,4.6,9.97,2.46,5.89
China,Beijing,Apartment,High,Booming,0.5,207734,260684,327131,5.1,2.41,4.33,2.12,9.5
USA,Saint Petersburg,Condo,Low,Stable,0.89,368945,389089,410333,1.09,3.31,6.96,2.19,3.05
UK,Manchester,Townhouse,High,Stable,1.02,397764,537630,726678,7.03,2.4,7.9,2.54,10.04
Australia,Melbourne,Condo,High,Booming,0.98,411351,549114,733015,6.7,2.84,7.04,2.67,9.68
Australia,Melbourne,Villa,Middle,Declining,0.45,137739,212080,326545,10.79,6.5,9.17,3.16,8.37
Japan,Osaka,Apartment,High,Stable,0.89,450108,615902,842765,7.37,5.79,2.41,2.16,9.45
Germany,Berlin,Villa,High,Booming,0.54,141014,172405,210783,4.45,3.45,2.93,1.99,11.17
South Africa,Durban,Villa,Low,Declining,0.76,134564,146989,160561,1.85,6.18,4.45,3.38,8.94
South Africa,Johannesburg,Apartment,Middle,Booming,1.02,172376,246635,352884,8.62,3.58,9.45,2.73,5.92
Spain,Barcelona,Apartment,High,Declining,0.54,135917,194640,278735,8.64,3.31,6.36,1.43,8.96
Canada,Vancouver,Villa,Low,Booming,1.03,400111,587551,862800,9.37,3.13,1.8,2.95,6.32
UK,Manchester,Villa,Middle,Stable,0.69,64017,76357,91077,3.86,2.2,8.91,1.35,8.02
Saudi Arabia,Jeddah,Townhouse,Middle,Stable,0.34,350081,429783,527629,4.55,7.39,8.99,1.64,11.11
Indonesia,Surabaya,Condo,Low,Stable,1.2,421437,638342,966883,10.29,3.49,6.19,0.74,3.85
USA,Saint Petersburg,Apartment,Low,Declining,1.2,196988,287898,420763,9.23,6.84,8.72,3.99,5.17
South Africa,Johannesburg,Villa,High,Declining,0.34,235036,263604,295643,2.43,2.13,4.24,3.24,8.1
Indonesia,Surabaya,Villa,High,Declining,0.58,344454,405632,477677,3.55,2.09,7.88,2.68,9.86
Turkey,Istanbul,Townhouse,High,Booming,0.34,426704,593434,825312,7.81,5.38,6.62,3.53,8.28
Japan,Tokyo,Apartment,High,Stable,0.82,495806,726951,1065857,9.32,4.65,7.37,1.86,5.06
Brazil,Rio de Janeiro,Townhouse,High,Declining,0.84,467682,730064,1139649,11.22,4.05,5.75,1.24,11.96
South Africa,Cape Town,Apartment,Middle,Declining,1.18,342279,510827,762372,9.85,6.29,6.34,0.69,7.09
Saudi Arabia,Riyadh,Townhouse,Middle,Declining,0.91,354889,445463,559153,5.1,7.65,2.51,2.25,9.22
Canada,Vancouver,Apartment,Low,Booming,0.93,341888,410747,493474,4.03,2.94,6.72,2.6,4.61
USA,Moscow,Villa,Middle,Declining,0.93,254827,361159,511859,8.35,7.02,2.53,0.57,10.01
Canada,Toronto,Townhouse,High,Stable,0.85,364838,551265,832953,10.22,6.82,9.65,2.38,7.4
Australia,Sydney,Condo,Middle,Declining,0.66,119161,162647,222002,7.3,3.66,9.29,2.54,8.34
China,Beijing,Apartment,Low,Booming,0.62,73395,78346,83632,1.35,4.54,1.76,2.62,10.93
Italy,Milan,Villa,Middle,Booming,1.09,346570,404163,471325,3.32,7.18,8.97,1.19,9.64
China,Shanghai,Villa,Low,Booming,0.56,411188,657276,1050644,11.97,2.18,9.08,2.68,11.76
Mexico,Mexico City,Condo,Low,Declining,0.72,431325,467692,507127,1.69,4.01,1.6,3.91,10.35
South Korea,Seoul,Condo,Low,Declining,1.07,472084,517785,567911,1.94,4.31,1.64,1.24,5.06
